21,17,177
76,13,285
76,2,270
76,15,331
76,6,65
76,9,321
76,3,69
76,8,252
76,19,152
76,20,63
76,7,343
76,1,224
76,11,101
76,22,164
76,5,330
76,10,289
76,12,354
76,16,224
76,17,275
52,10,258
52,4,177
52,24,244
52,21,202
52,7,147
52,3,207
59,12,341
59,9,101
59,20,166
59,22,338
59,16,300
59,3,155
59,24,66
59,8,212
59,1,182
59,10,165
59,15,166
59,7,242
59,14,142
59,23,215
59,6,312
59,5,96
59,17,97
59,21,273
59,19,76
59,2,90
39,17,64
39,19,150
39,12,336
39,11,301
39,8,219
39,1,350
39,4,84
39,5,211
39,16,156
39,21,181
39,2,64
39,23,188
39,15,246
7,7,151
7,20,251
7,8,318
7,17,68
7,14,331
7,15,241
7,4,168
7,2,82
7,12,112
7,3,159
7,22,242
7,24,207
7,18,126
7,11,159
7,10,279
7,21,263
7,6,162
7,19,165
7,16,260
7,13,130
7,9,95
7,23,128
7,5,299
63,13,100
63,7,132
63,23,312
63,9,233
63,20,70
63,2,232
63,17,250
63,1,70
63,24,308
63,22,210
63,14,342
63,21,243
63,11,142
5,15,339
5,6,122
5,21,69
5,22,337
5,24,228
5,18,119
5,14,283
5,11,83
5,13,234
5,2,239
5,4,73
97,17,289
97,13,233
97,24,261
97,20,174
97,9,266
97,12,211
97,2,340
97,18,211
97,1,149
97,14,223
97,15,339
97,6,166
97,22,190
97,21,62
97,23,201
97,8,300
97,11,293
97,7,146
97,4,202
97,3,236
97,16,238
97,19,103
78,15,298
78,3,157
78,13,188
78,2,275
60,17,124
60,7,264
60,8,161
60,14,185
60,5,128
60,12,125
60,11,319
60,9,178
60,4,337
24,14,187
24,9,70
24,1,358
24,15,164
69,11,281
69,4,192
69,13,299
69,10,230
69,15,93
69,5,193
69,22,345
69,14,344
69,1,208
93,8,239
93,17,105
93,19,333
93,18,139
93,21,224
93,7,288
93,15,331
93,24,309
93,6,115
93,1,277
93,20,99
93,13,218
93,5,113
93,16,313
93,14,274
93,11,138
93,2,87
93,3,218
93,10,306
93,22,172
93,4,157
93,23,208
93,16,314
93,15,208
93,14,291
93,5,264
93,4,187
93,13,285
93,2,279
93,22,209
93,3,145
93,19,247
93,18,120
93,11,344
93,1,160
93,24,87
93,23,243
30,2,191
30,6,301
30,10,354
30,14,107
30,24,156
30,11,201
30,16,300
30,7,75
30,1,268
30,15,250
30,3,154
30,21,262
30,17,93
30,18,173
30,19,346
30,9,60
30,13,326
30,8,263
30,20,316
76,14,269
76,10,267
76,4,92
76,8,298
69,5,314
69,16,178
69,19,103
69,9,96
69,4,172
69,12,95
69,20,306
39,18,183
39,13,201
39,22,113
39,5,341
39,1,88
39,15,69
39,23,199
39,3,289
39,2,157
39,14,238
39,4,229
39,9,322
39,20,233
39,10,346
39,24,245
57,5,230
57,12,210
57,18,245
57,14,327
57,19,238
57,4,340
57,23,160
57,6,208
57,3,171
57,1,206
57,15,357
57,24,217
57,11,256
57,2,110
57,7,127
57,21,121
57,9,229
57,13,295
57,10,155
57,20,97
57,22,165
16,21,263
16,10,220
16,22,181
16,3,231
16,4,317
16,18,170
16,24,88
16,16,170
16,5,343
16,19,113
16,9,79
16,23,168
16,14,178
16,13,337
16,1,241
16,12,154
16,20,180
16,15,304
100,12,260
100,3,331
100,13,324
100,18,69
100,7,279
100,23,285
100,19,353
100,5,350
100,2,253
100,10,318
100,8,205
100,9,176
100,17,249
100,11,240
100,21,343
100,15,139
100,24,249
16,20,298
16,17,124
16,18,252
16,1,235
16,11,213
16,4,201
16,15,146
16,13,89
16,12,214
16,16,213
16,3,66
16,21,219
16,6,315
16,24,301
16,23,146
16,9,139
35,9,171
35,15,313
35,21,348
35,19,89
35,14,121
35,8,209
35,3,277
99,2,77
99,20,64
99,11,137
99,14,277
99,21,217
99,17,336
99,12,154
99,23,174
99,4,184
99,18,200
99,13,302
99,5,293
99,19,146
99,24,99
99,22,266
99,3,273
99,15,66
99,1,209
46,15,197
46,8,133
1,2,220
1,16,68
1,8,176
1,3,270
1,20,154
1,13,255
1,22,234
1,12,268
1,21,82
1,15,340
1,17,149
1,18,161
1,9,245
1,6,335
1,10,265
1,5,303
1,11,209
1,7,277
1,4,113
1,1,129
68,6,86
68,9,111
68,19,193
68,14,307
68,21,307
68,15,290
68,3,314
28,11,310
28,23,298
28,16,283
28,21,282
28,6,229
28,13,104
28,10,173
28,22,114
28,1,158
28,17,256
28,20,200
28,2,283
28,14,298
28,18,359
28,24,164
88,4,138
88,22,114
88,24,127
88,15,301
88,19,230
88,1,227
88,2,241
88,17,106
88,6,267
88,3,180
88,8,183
88,13,294
88,5,61
88,12,181
88,23,258
88,10,189
88,20,64
88,18,284
88,16,344
88,14,189
88,21,295
35,17,223
35,7,111
35,3,199
35,11,339
35,4,348
35,24,266
35,14,206
35,12,272
35,8,111
35,20,303
35,2,85
42,15,231
42,6,245
42,9,60
42,11,235
42,5,95
42,8,163
42,4,178
42,14,162
42,2,126
42,19,278
42,23,132
42,10,327
42,16,241
33,22,202
33,8,253
33,3,130
33,21,106
33,20,343
33,15,313
33,1,251
33,11,294
33,12,104
33,5,81
33,23,113
33,6,221
48,1,309
48,20,116
48,2,125
48,4,129
48,23,118
48,22,211
48,13,78
48,6,182
48,17,273
48,12,73
48,16,234
48,24,204
48,9,301
48,11,80
48,3,279
48,19,140
48,10,197
48,15,233
48,8,307
48,21,342
62,24,113
62,23,105
62,15,323
62,20,293
62,3,275
47,19,293
47,12,213
47,21,157
47,23,304
73,1,125
73,18,182
73,2,278
60,11,356
60,23,287
60,9,136
60,16,230
60,10,150
60,12,353
60,20,132
60,6,341
60,24,255
60,14,167
60,5,308
60,8,215
60,19,324
60,1,72
60,21,106
60,15,235
60,7,83
60,13,301
97,11,211
97,5,82
97,20,107
97,7,232
97,4,229
97,22,153
97,10,156
97,2,82
97,18,321
97,23,282
97,16,169
97,24,61
76,2,359
76,11,274
76,9,107
76,21,337
76,20,320
76,15,152
76,10,316
76,3,231
76,18,148
76,17,92
76,7,94
76,12,79
76,24,189
76,8,339
76,16,185
76,13,288
76,5,174
76,14,135
76,1,208
76,4,137
76,19,69
76,22,226
14,9,272
14,23,314
14,11,71
14,2,135
14,7,215
14,1,132
14,8,226
14,10,196
14,16,301
14,17,246
14,24,97
14,13,85
14,15,296
14,6,152
14,20,129
11,16,340
11,15,234
11,1,176
11,10,327
11,7,83
11,5,320
11,13,251
11,19,281
11,20,290
11,12,116
11,2,278
11,17,350
11,9,91
11,14,92
11,24,244
11,21,129
11,3,255
11,11,261
11,6,304
11,4,80
11,23,327
11,8,306
11,18,316
46,15,240
46,7,269
46,3,90
46,1,138
46,8,300
46,16,203
46,5,180
46,17,218
46,2,114
46,19,178
46,20,324
46,13,341
46,6,76
46,4,268
46,22,332
46,9,273
46,21,212
46,24,210
46,10,304
46,11,174
46,12,246
46,18,261
86,24,124
86,8,103
86,2,202
86,18,92
86,19,278
86,4,164
86,5,114
86,21,110
86,1,268
86,23,185
86,22,308
86,7,234
86,16,297
86,6,157
86,20,351
86,13,359
86,11,188
86,9,216
86,3,191
86,15,235
86,12,90
86,10,104
86,17,343
42,16,227
42,12,304
42,14,176
42,4,185
42,8,282
42,2,335
42,18,331
47,15,63
47,24,336
47,21,223
47,3,188
47,12,182
47,14,95
47,7,156
47,10,269
47,8,206
47,13,315
47,6,202
47,19,186
47,18,173
47,23,353
47,16,355
47,4,224
47,2,274
47,1,150
47,9,92
47,22,262
74,7,183
74,17,158
74,23,316
74,15,279
74,19,173
74,2,182
74,6,172
74,18,87
74,1,202
61,21,130
61,13,253
61,6,85
81,11,157
81,19,213
81,3,190
81,16,278
81,6,242
81,18,212
81,2,220
81,8,141
81,17,166
81,12,148
81,21,314
81,22,131
81,15,355
81,13,293
81,4,322
81,5,117
81,20,334
81,14,358
81,10,70
81,1,107
71,4,350
71,24,233
71,14,305
71,5,165
71,15,310
71,16,216
71,12,330
71,20,111
71,11,77
71,21,127
71,10,311
71,6,311
71,22,236
71,13,305
71,18,209
71,23,131
28,2,135
28,8,255
28,14,87
28,17,87
28,3,273
28,22,170
28,19,217
28,16,236
28,24,154
28,9,268
28,7,106
28,10,74
28,15,189
28,5,333
28,1,355
28,23,123
45,21,304
45,18,92
45,9,219
45,1,189
45,19,109
45,4,246
45,7,331
45,20,289
45,17,66
45,5,180
45,12,103
45,22,273
45,3,129
45,24,257
45,8,341
45,23,339
45,13,289
45,10,359
88,14,88
88,18,329
88,5,219
88,24,340
88,22,233
88,6,337
88,11,287
88,21,357
88,10,78
88,8,160
88,19,130
88,15,313
88,16,297
88,7,221
88,3,61
88,12,202
88,1,101
88,23,136
88,13,70
88,9,295
88,4,99
88,2,209
88,20,139
6,11,69
6,3,216
6,24,285
6,15,312
6,19,264
6,7,86
6,8,87
6,20,276
6,2,216
63,5,274
63,2,233
63,22,152
63,14,331
63,9,143
63,19,181
63,1,130
63,7,244
63,18,101
63,21,242
63,4,336
63,17,349
63,10,325
69,3,190
69,5,109
69,10,271
69,1,226
69,11,352
69,20,81
14,15,292
14,2,189
14,3,294
14,1,337
19,17,167
19,4,310
19,20,351
19,14,347
19,12,298
19,15,82
19,9,100
19,18,107
19,21,78
19,6,347
19,11,228
19,1,242
19,22,63
19,19,320
19,13,287
19,2,141
19,3,197
19,10,296
19,5,357
83,10,354
83,17,108
83,9,204
83,14,358
90,11,208
90,20,183
90,2,200
90,15,164
90,18,322
90,22,97
90,4,249
90,21,261
16,11,170
16,16,123
16,5,241
16,10,344
16,24,127
16,15,63
16,12,320
16,17,324
54,4,223
54,23,132
54,3,101
54,5,331
54,21,157
54,22,191
54,24,68
54,18,212
54,12,86
54,16,271
54,14,354
54,7,217
54,15,342
54,10,151
54,11,173
54,17,274
54,9,188
54,1,163
96,21,266
96,16,133
37,23,239
37,4,359
37,2,131
37,24,310
37,1,287
37,13,91
37,7,167
37,3,111
37,11,122
37,22,207
37,12,83
37,16,152
37,6,217
37,20,222
37,17,237
37,10,130
37,18,269
37,8,206
37,9,352
37,5,306
37,15,165
